flight_id,callsign,number,icao24,registration,typecode,origin,landing,destination,diverted,tweet_problem,tweet_result,tweet_fueldump,avh_id,avh_problem,avh_result,avh_fueldump
ARG1511_20180101,ARG1511,AR1511,e06442,LV-FQB,B738,SACO,SABE,SABE,,,,,,,,
DAL14_20180101,DAL14,DL14,a14c29,N183DN,B763,KATL,,EDDF,,,,,,,,
JBU263_20180108,JBU263,B6263,aa600a,N768JB,A320,KJFK,,KSEA,,,,,,,,
DAL65_20180108,DAL65,DL65,ab2855,N818NW,A333,KATL,KLAX,KLAX,,,,,,,,
EDW24_20180111,EDW24,WK24,4b1901,HB-JMF,A343,LSZH,LSZH,MMUN,LSZH,engine,return,unknown,4b382175,engine,return,unknown
ASA111_20180112,ASA111,AS111,a602ab,N487AS,B739,KLAS,,PANC,,,,,,,,
ONE8511_20180113,ONE8511,O68511,e4919d,PR-OCX,A332,KMIA,,SBGR,,,,,,,,
BAW882_20180115,BAW882,BA882,406532,G-EUYM,A320,EGLL,,UKBB,EDDT,medical,diverted,unknown,,,,
ENY3342_20180117,ENY3342,AA3342,a272b8,N257NN,E75L,KDFW,,KLIT,,,,,,,,
WJA506_20180122,WJA506,WS506,c0499b,C-GBWS,B736,CYXE,,CYYZ,,,,,,,,
ASA619_20180122,ASA619,AS619,a28a2c,N263AK,B739,KLAS,KSEA,KSEA,,,,,,,,
QXE2782_20180124,QXE2782,AS2782,a83920,N629QX,E75L,KSFO,,KMCI,,,,,,,,
WOW699_20180125,WOW699,WW699,4cc500,TF-NEO,A20N,LLBG,BIKF,BIKF,,,,,,,,
DAL2345_20180127,DAL2345,DL2345,a4462e,N3748Y,B738,KSMF,KATL,KATL,,,,,,,,
CPZ6043_20180129,CPZ6043,CP6043,a1ac11,N207AN,E75L,KLAX,KELP,KSAN,KELP,,,,,,,
PRW103_20180131,PRW103,6F103,45c265,OY-PSE,B738,BIKF,,GCTS,,,,,,,,
UAL979_20180201,UAL979,UA979,a8b760,N66057,B764,KEWR,SAEZ,SAEZ,,,,,,,,
BLX236_20180201,BLX236,6B236,4ac8d9,SE-RFY,B738,GCLP,EDDN,EFHK,EDDN,unclear,diverted,unknown,,,,
AFL111_20180204,AFL111,SU111,42423f,VP-BLY,A332,KMIA,,UUEE,,,,,,,,
AFR032_20180209,AFR032,AF32,3949e1,F-GSPB,B772,LFPO,LFPO,KJFK,LFPO,technical,return,unknown,4b4b9911,engine,return,unknown
AAL215_20180210,AAL215,AA215,ab436f,N825AA,B789,KLAX,,SBGR,,,,,,,,
BOS3_20180213,BOS3,BA8003,3982a8,F-HAVI,B752,LFPO,LFPO,KEWR,LFPO,unclear,return,unknown,,,,
UAL879_20180216,UAL879,UA879,aa9300,N78009,B772,EGLL,EGPH,KIAH,EGPH,medical,diverted,unknown,,,,
RRR4078_20180216,RRR4078,,43c5e9,ZM415,A400,,EGVN,,EGVN,unclear,return,unknown,,,,
AFR31KQ_20180218,AFR31KQ,AF6013,392ae4,F-GKXE,A320,LFML,LFPO,LFPO,,unclear,unclear,unknown,,,,
AZU8706_20180225,AZU8706,AD8706,e4910e,PR-AIW,A332,SBKP,,KMCO,,,,,,,,
BGA143F_20180226,BGA143F,,394a65,F-GSTF,A3ST,EGNR,EDHI,EDHI,,,,,4b57310c,smoke_burn_smell_flames,planned,unknown
SHT16ED_20180226,SHT16ED,BA2938,400a5b,G-DBCA,A319,EGKK,EGPH,EGPH,,unclear,unclear,unknown,,,,
ACA145_20180226,ACA145,AC145,c02fd5,C-FSCY,B38M,CYYZ,CYYC,CYYC,,,,,,,,
RYR3ZK_20180228,RYR3ZK,FR2694,4ca678,EI-FOV,B738,LPPT,LPPT,LPPR,LPPT,unclear,return,unknown,4b592dcf,cabin_pressure,return,unknown
THY80L_20180301,THY80L,TK80,4ba946,TC-JJF,B77W,KSFO,,LTFM,,,,,,,,
ASA230_20180301,ASA230,AS230,a28a2c,N263AK,B739,KSAN,MMSD,MMSD,,,,,,,,
AFR090_20180302,AFR090,AF90,39bd27,F-HPJH,A388,LFPG,LFPG,KMIA,LFPG,medical,return,unknown,,,,
DAL445_20180303,DAL445,DL445,ab7ae4,N839MH,B764,LIRF,LFPG,KJFK,LFPG,unclear,diverted,unknown,4b5b3cf5,instrument,diverted,fueldump
AFR1196_20180303,AFR1196,AF1196,392af2,F-GKXS,A320,LFPG,LFPG,GMMN,LFPG,technical,return,unknown,,,,
BGA112B_20180305,BGA112B,,394a61,F-GSTB,A3ST,LFBO,LFBO,LFRZ,LFBO,unclear,return,unknown,,,,
TOM727_20180309,TOM727,BY727,406c6d,G-TUIG,B788,MDLR,EGBB,EGBB,,medical,planned,unknown,,,,
MSR651_20180312,MSR651,MS651,010109,SU-GDA,B738,HECA,,OERK,,,,,,,,
NDU634_20180313,NDU634,,a84dc8,N634ND,C172,KIWA,KIWA,KIWA,,,,,,,,
EXS746_20180313,EXS746,LS746,4070e7,G-JZHT,B738,GCFV,,EGPH,,unclear,unclear,unknown,,,,
BCS6892_20180314,BCS6892,,40712e,G-DHKC,B752,EDDP,EBBR,EBBR,,unclear,unclear,unknown,,,,
SWG521_20180316,SWG521,WG521,c03abc,C-FWGH,B738,CYYZ,,MMPR,,,,,,,,
CTM1079_20180318,CTM1079,,3b7781,F-RAJB,A342,,LFML,,,unclear,unclear,unknown,,,,
SKW4820_20180318,SKW4820,DL4820,ab4151,N824SK,CRJ9,KMSP,CYXE,CYXE,,,,,,,,
FDX5926_20180318,FDX5926,FX5926,a821e4,N623FE,MD11,ZGGG,RKSI,RKSI,,unclear,unclear,unknown,,,,
BAW57K_20180319,BAW57K,BA57,40688d,G-XLEC,A388,EGLL,EGKK,FAOR,EGKK,hot_air_leak,return,hold_to_reduce,4b649fd5,hot_air_leak,return,fueldump
FDX5201_20180320,FDX5201,FX5201,a903b9,N680FE,A306,EIDW,EGSS,EGSS,,unclear,planned,unknown,,,,
DSM7821_20180321,DSM7821,4M7821,e032d5,LV-CKU,B763,KMIA,,SAEZ,,,,,,,,
ETD87W_20180324,ETD87W,EY160,8963c7,A6-LRE,B77L,KDFW,LROP,OMAA,LROP,medical,diverted,unknown,,,,
EZY18FR_20180325,EZY18FR,U26861,4074b0,G-EZRR,A320,EGPF,EGPF,LEMG,EGPF,medical,diverted,unknown,,,,
SWG529_20180325,SWG529,WG529,c0331e,C-FTJH,B738,CYXE,,CYQR,,,,,,,,
EXS16R_20180326,EXS16R,LS1216,40717e,G-JZBB,B738,LEAL,EGKK,EGBB,EGKK,unclear,diverted,unknown,,,,
AEE625_20180329,AEE625,A3625,4691c4,SX-DND,A320,EDDF,EDDF,LGAV,EDDF,unclear,diverted,unknown,,,,
AFR460_20180329,AFR460,AF460,3965ad,F-GZNN,B77W,LFPG,LFPG,FIMP,LFPG,technical,return,unknown,,,,
AAL93_20180330,AAL93,AA93,a3deca,N349AN,B763,LSZH,EGLL,KPHL,EGLL,unclear,diverted,unknown,,,,
ICE689_20180330,ICE689,FI689,4cc269,TF-FIA,B752,BIKF,KMCO,KMCO,,,,,,,,
TRA90W_20180401,TRA90W,HV6093,4841d9,PH-XRX,B737,EHRD,LFRS,LPFR,LFRS,medical,diverted,unknown,,,,
ACA135_20180402,ACA135,AC135,c0252d,C-FOCA,B763,CYYZ,,CYYC,,,,,,,,
KAP1101_20180403,KAP1101,9K1101,a447d5,N375R,C402,KSTL,KBMI,KMWA,KDEC,,,,,,,
THY140_20180404,THY140,TK140,4ba92e,TC-JIN,A332,LTFM,OERK,OERK,,,,,,,,
MRA637_20180405,MRA637,,a5baa2,N4687B,C208,KWDG,KGUY,KGUY,,,,,,,,
AFR830_20180406,AFR830,AF830,392f2d,F-GLZN,A343,LFPG,LFPG,FCPP,LFPG,unclear,return,unknown,4b7033cc,engine,return,unknown
UAL1665_20180407,UAL1665,UA1665,a8d5a4,N66897,B739,KDEN,MMSD,MMSD,,,,,,,,
SWA1642_20180409,SWA1642,WN1642,ab628c,N8323C,B738,KLAS,KATL,KATL,,,,,,,,
DLH6TR_20180412,DLH6TR,LH954,3c6613,D-AIPS,A320,EDDF,,EGBB,EGLL,smoke_burn_smell_flames,diverted,unknown,,,,
SVA637_20180412,SVA637,SV637,710126,HZ-AS58,A320,OERK,,OJAI,,,,,,,,
VJT453_20180413,VJT453,,4d20cf,9H-VCB,CL35,,EIDW,,,unclear,unclear,unknown,,,,
QFA568_20180413,QFA568,QF568,7c5321,VH-QPF,A333,YPPH,,YSSY,YMML,cabin_pressure,diverted,unknown,4b753958,cabin_pressure,diverted,unknown
ASA790_20180414,ASA790,AS790,a5a888,N464AS,B739,KSEA,KEWR,KEWR,,,,,,,,
QID294_20180414,QID294,,ae0475,58-0001,K35R,,,,,unclear,unclear,unknown,,,,
JAI535_20180415,JAI535,9W535,8001cc,VT-JGR,B738,OMDB,,VABB,,,,,,,,
CJT573_20180420,CJT573,W8573,c0208a,C-FMIJ,B763,CYHM,,CYWG,,,,,,,,
TAY071X_20180420,TAY071X,,4ca7fa,EI-STK,B734,EFTU,ESSA,EBLG,ESSA,unclear,diverted,unknown,,,,
GLO9700_20180421,GLO9700,G39700,e48c30,PR-GUY,B738,SBGR,,MDPC,,,,,,,,
FDX1_20180421,FDX1,FX1,a76ca3,N578FE,MD11,LFPG,LFPG,KMEM,LFPG,unclear,return,unknown,,,,
DAL80_20180422,DAL80,DL80,a05614,N1200K,B763,KATL,EBBR,EBBR,,engine,planned,unknown,,,,
AFR48FC_20180422,AFR48FC,AF6127,3985a8,F-HBNI,A320,LFBO,LFPO,LFPO,,unclear,unclear,unknown,,,,
GSW1427_20180424,GSW1427,GM1427,4b1936,HB-JOG,A319,GMAD,LSZH,LSZH,,,,,,,,
NKS906_20180425,NKS906,NK906,a84660,N632NK,A320,KIAH,KDTW,KDTW,,,,,,,,
AAL900_20180425,AAL900,AA900,a999d2,N718AN,B77W,SAEZ,,KMIA,,,,,,,,
SVA768_20180427,SVA768,SV768,710051,HZ-AQH,A333,OEJN,OMDB,VOMM,OMDB,unclear,diverted,unknown,4b7e07fa,cabin_pressure,diverted,unknown
HHN909_20180427,HHN909,,3cd43a,D-CHRE,C680,,LFPG,,,,,,,,,
AAL2807_20180428,AAL2807,AA2807,a0e086,N156AN,A321,KMIA,KLAX,KTPA,KLAX,,,,,,,
ACA549_20180429,ACA549,AC549,c058be,C-GHPT,B788,KEWR,,CYVR,,unclear,unclear,unknown,,,,
GMI4926_20180429,GMI4926,,3c5cb1,D-AGEQ,B737,,EDDT,,EDDT,unclear,unclear,unknown,4b7f2209,engine,return,unknown
FDX1414_20180501,FDX1414,FX1414,a02cb5,N110FE,B763,KMEM,KTUS,KTUS,,,,,,,,
UAL888_20180502,UAL888,UA888,a1c7e4,N2136U,B77W,KSFO,,ZBAA,,,,,,,,
UAL121_20180503,UAL121,UA121,a1cdd8,N215UA,B772,LEBL,KEWR,KEWR,,,,,,,,
FXI27_20180503,FXI27,NY27,4cc331,TF-FXK,DH8B,BIIS,BIRK,BIRK,,,,,,,,
FXI233_20180504,FXI233,NY233,4cc331,TF-FXK,DH8B,BIRK,,BGKK,,,,,,,,
GMI32FG_20180504,GMI32FG,ST4212,3c09ef,D-ASTU,A319,EDDG,EDDG,LEPA,EDDG,cabin_pressure,return,unknown,4b830fb6,cabin_pressure,return,unknown
SVA788_20180506,SVA788,SV788,71005f,HZ-AK20,B77W,OERK,,VRMM,,,,,,,,
DLH4PK_20180507,DLH4PK,LH2462,3c664b,D-AIRK,A321,EDDM,,EFHK,EDDT,engine,diverted,unknown,4b846914,engine,diverted,unknown
UAL957_20180509,UAL957,UA957,a895eb,N652UA,B763,LSGG,LSGG,KEWR,LSGG,landing_gear,return,unknown,,,,
EWG8HX_20180512,EWG8HX,EW9657,3c4906,D-ABHF,A320,LGTS,EDDN,EDDL,EDDN,unclear,diverted,unknown,,,,
EZY8619_20180516,EZY8619,U28619,440090,OE-IVL,A320,EGKK,,LEPA,LFBD,technical,diverted,unknown,,,,
SHT86X_20180518,SHT86X,BA1418,406a3e,G-EUYU,A320,EGLL,EGAC,EGAC,,medical,planned,unknown,,,,
QTR727_20180519,QTR727,QR727,06a0fc,A7-ALH,A359,OTHH,,KPHL,,,,,,,,
UAL135_20180520,UAL135,UA135,aa93c9,N78060,B764,LSZH,LSZH,KEWR,LSZH,unclear,return,hold_to_reduce,4b8d6334,cracked_windshield,return,fueldump
SAA419_20180522,SAA419,SA419,00b226,ZS-SZD,A320,FAOR,,FAPE,,,,,,,,
EXS88YB_20180523,EXS88YB,LS831,406c81,G-JZHC,B738,EGCC,EGSS,LEPA,EGSS,unclear,diverted,unknown,,,,
VIV3709_20180524,VIV3709,VB3709,0d09c2,XA-VAT,A320,MMTJ,,MMMX,,,,,,,,
EZY31FM_20180524,EZY31FM,U26034,440762,OE-IVK,A320,ESSA,,EGGD,EHAM,medical,diverted,unknown,,,,
ENT863_20180525,ENT863,E4863,4891ab,SP-ENL,B738,LICC,IT-0019,LFRS,LICC,unclear,return,unknown,,,,
DAL97_20180525,DAL97,DL97,abd018,N860NW,A332,LFPG,KDTW,KDTW,,unclear,planned,unknown,,,,
LLX5963_20180526,LLX5963,5P5963,4a4ca1,YR-SEA,A320,EDLP,LFBE,LEMG,LFBE,unclear,diverted,unknown,4b91f180,cabin_pressure,diverted,unknown
PIA701_20180526,PIA701,PK701,760917,AP-BHW,B77W,OPIS,EGCC,EGCC,,medical,planned,unknown,,,,
AAL2254_20180526,AAL2254,AA2254,a12bcd,N175AN,B752,KMIA,KDFW,KDFW,,,,,,,,
MSC610_20180529,MSC610,,0101bf,SU-BTM,A320,,,,,,,,,,,
VLG7104_20180529,VLG7104,VY7104,3452c9,EC-MNZ,A320,LECO,LFPO,EGLL,LFPO,technical,diverted,unknown,,,,
EIN43H_20180531,EIN43H,EI432,4ca5c8,EI-DVE,A320,EIDW,EGKK,LIML,EGKK,medical,diverted,unknown,,,,
DAL2817_20180531,DAL2817,DL2817,ac259b,N882DN,B739,KSLC,KMCO,KMCO,,,,,,,,
MSR759_20180601,MSR759,MS759,010162,SU-GED,B738,HECA,EPWA,EKCH,EPWA,technical,diverted,unknown,,,,
CSJ726_20180602,CSJ726,,ad627d,N9612B,C208,CYHM,,KCAK,,,,,,,,
AAL213_20180603,AAL213,AA213,a15aba,N187AN,B752,KMIA,,SBBR,,,,,,,,
AAL1897_20180603,AAL1897,AA1897,aaf83c,N806AW,A319,KSAT,KELP,KPHX,KELP,weather_damage,diverted,hold_to_reduce,4b97224e,weather_damage,diverted,hold_to_reduce
JBU232_20180604,JBU232,B6232,a732d9,N563JB,A320,KLGB,KSLC,KSLC,,,,,,,,
AAL213_20180605,AAL213,AA213,a3deca,N349AN,B763,KMIA,,SBBR,,,,,,,,
DLH1425_20180605,DLH1425,LH1425,3c5463,D-AECC,E190,LATI,LOWG,EDDF,LOWG,medical,diverted,unknown,,,,
LOT4VM_20180605,LOT4VM,LO408,4a09ae,YR-BMN,B738,EDDL,EPWA,EPWA,,medical,planned,unknown,,,,
WOW9625_20180605,WOW9625,WW9625,4cc4e1,TF-SON,A321,EINN,BIKF,BIKF,,,,,,,,
AAL2237_20180606,AAL2237,AA2237,a0a2bd,N140AN,A321,KDCA,KDFW,KDFW,,,,,,,,
PTA12P_20180606,PTA12P,,4d2144,9H-PIK,C550,,LKKV,,,unclear,unclear,unknown,,,,
NAX7075_20180606,NAX7075,DY7075,4950d8,CS-TFX,A345,LEBL,LEBL,KOAK,LEBL,unclear,return,unknown,,,,
AAL2057_20180606,AAL2057,AA2057,a7101e,N554UW,A321,KLAX,,KCLT,,,,,,,,
ACA832_20180610,ACA832,AC832,c0583f,C-GHKW,A333,CYUL,,EBBR,,,,,,,,
TVF71AT_20180610,TVF71AT,TO3100,3964e3,F-GZHD,B738,LFPO,LFPO,LEZL,LFPO,unclear,return,unknown,,,,
SKU502_20180613,SKU502,H2502,e80321,CC-AID,A319,SAEZ,,SCEL,,,,,,,,
AFR228_20180614,AFR228,AF228,3949f2,F-GSPS,B772,LFPG,LFPG,SAEZ,LFPG,technical,return,unknown,,,,
UAL14_20180616,UAL14,UA14,aa44d0,N76065,B764,KEWR,EGLL,EGLL,,unclear,planned,unknown,,,,
IBK6241_20180616,IBK6241,D86241,4ca354,EI-FHD,B738,BIKF,EGBB,LEMD,EGBB,hydraulics,diverted,unknown,4b9f779c,hydraulics,diverted,unknown
TOM54A_20180617,TOM54A,BY4764,406d6f,G-TUIH,B788,EGKK,,LDDU,EGKK,unclear,return,unknown,,,,
EZY29JH_20180617,EZY29JH,U28191,406f01,G-EZOZ,A320,EGKK,,LIMC,LFPG,technical,diverted,unknown,,,,
EZY73FH_20180619,EZY73FH,U28301,406e69,G-EZOX,A320,EGKK,LFPG,LEMH,LFPG,medical,diverted,unknown,,,,
VTM487_20180619,VTM487,VTM487,0d0af0,XA-UUL,SW4,KSDF,,KLRD,,,,,,,,
AAL435_20180620,AAL435,AA435,a74679,N568UW,A321,KDFW,,KSMF,,,,,,,,
ACA885_20180622,ACA885,AC885,c051e4,C-GFAH,A333,LFPG,LFPG,CYUL,LFPG,hydraulics,return,hold_to_reduce,4ba4a68b,hydraulics,return,unknown
ANA232_20180622,ANA232,NH232,86d5d8,JA823A,B788,EBBR,EFHK,RJAA,EFHK,cracked_windshield,diverted,unknown,4ba3ebc0,cracked_windshield,diverted,unknown
CLX831_20180624,CLX831,CV831,4d010b,LX-VCV,B744,KORD,,KIND,,,,,,,,
ARG1301_20180626,ARG1301,AR1301,e072d0,LV-GKP,A332,KJFK,,SAEZ,,,,,,,,
DLH501_20180626,DLH501,LH501,3c4b28,D-ABYH,B748,LFPG,LFPG,EDDF,LFPG,medical,return,unknown,,,,
QFA63_20180626,QFA63,QF63,7c4774,VH-OEE,B744,YSSY,FAOR,FAOR,,,,,,,,
DAL819_20180630,DAL819,DL819,a3d3f0,N346DN,A321,KLAX,KATL,KATL,,,,,,,,
TJK646_20180701,TJK646,7J646,0d0573,EY-444,B733,UUDD,UUUD,UTDL,UUUD,cabin_pressure,return,unknown,4ba9da5e,cabin_pressure,return,hold_to_reduce
EZY57UT_20180705,EZY57UT,U22963,406d92,G-EZOM,A320,LIMC,,LGIR,LIMC,unclear,return,unknown,4badb5c2,smoke_burn_smell_flames,return,unknown
NAX7191_20180706,NAX7191,DY7191,4950cd,CS-TFM,B772,LFPO,LFPO,KEWR,LFPO,landing_gear,return,hold_to_reduce,4bae6d1a,landing_gear,return,fueldump
SWA4133_20180707,SWA4133,WN4133,aaa929,N7860A,B737,KMCO,KDAL,KDAL,,,,,,,,
ASH5740_20180707,ASH5740,YV5740,a390e3,N329MS,CRJ9,KDFW,,KAMA,,,,,,,,
ICE784_20180708,ICE784,FI784,4cc29f,TF-FIH,B752,BIKF,EGPF,EBLG,EGPF,unclear,diverted,unknown,,,,
LCO1102_20180711,LCO1102,UC1102,a4f2d3,N418LA,B763,KMIA,KMIA,SAEZ,KMIA,unclear,return,unknown,,,,
UPS59_20180711,UPS59,5X59,a7e310,N607UP,B748,VHHH,PANC,PANC,,,,,,,,
UAL368_20180712,UAL368,UA368,aa2ba2,N75426,B739,KSFO,KPHX,KPHX,,unclear,unclear,unknown,,,,
UZB765_20180714,UZB765,HY765,507c41,UK32018,A320,UTTT,UTTT,UAAA,UTTT,unclear,return,unknown,,,,
EZY43YH_20180714,EZY43YH,,405b77,G-ECOD,DH8D,,EGCC,,,,,,,,,
DAH1025_20180715,DAH1025,AH1025,0a0025,7T-VJR,B736,LFML,LFML,DAAG,LFML,unclear,return,unknown,,,,
BPA2221_20180717,BPA2221,BV2221,4d2124,9H-GTC,B734,LATI,LIPY,LIMC,LIPY,cracked_windshield,diverted,unknown,4bb59538,cracked_windshield,diverted,unknown
AZA875_20180719,AZA875,AZ875,4ca82e,EI-DTN,A320,GMMN,,LIRF,LIEE,unclear,diverted,unknown,4bb636ac,fuel_leak,diverted,unknown
BAW2605_20180719,BAW2605,BA2605,406b83,G-GATR,A320,LIRN,EGKK,EGKK,,hydraulics,planned,unknown,4bb62e20,hydraulics,planned,unknown
VIV1145_20180720,VIV1145,VB1145,4ca922,EI-ERH,A320,MMUN,,MMMY,,,,,,,,
DAL84_20180720,DAL84,DL84,ab9387,N845MH,B764,KATL,LFPG,LFPG,,unclear,unclear,unknown,,,,
ACA548_20180720,ACA548,AC548,c0293e,C-FPQB,B789,CYVR,,KEWR,,unclear,unclear,unknown,,,,
TCX79AT_20180725,TCX79AT,MT1591,406b40,G-ZBAM,A321,LEIB,EGPF,EGPF,,tyre,planned,unknown,4bb9b07c,tyre,planned,unknown
CCA876_20180726,CCA876,CA876,7811a3,B-1467,B789,LFPG,LFPG,ZBAA,LFPG,bomb_threat,diverted,fueldump,,,,
VOE24VW_20180726,VOE24VW,V72447,3455d8,EC-MTD,A319,LIRN,LFLL,LFBD,LFLL,unclear,diverted,unknown,,,,
CFG8CM_20180726,CFG8CM,DE1441,3c49ea,D-ABOJ,B753,GCFV,LFPG,EDDH,LFPG,medical,diverted,unknown,,,,
LAN471_20180726,LAN471,LA471,e80416,CC-BAF,A320,SAAR,,SCEL,,,,,,,,
MRA655_20180728,MRA655,MRA655,a01616,N1041L,C208,KTYR,,KDFW,,,,,,,,
AFL2200_20180729,AFL2200,SU2200,424599,VQ-BSL,A320,UUEE,ULLI,EFHK,ULLI,medical,diverted,unknown,,,,
FDB836_20180730,FDB836,FZ836,8962b8,A6-FDM,B738,OEJN,,OMDB,,,,,,,,
UAL41_20180730,UAL41,UA41,aa44cd,N76062,B764,LIRF,EGPF,KEWR,EGPF,medical,diverted,unknown,,,,
QID268_20180730,QID268,,ae013c,60-0344,K35R,,EGUN,,,,,,,,,
AAL484_20180731,AAL484,AA484,a031bd,N111US,A320,KOAK,KSFO,KDFW,KSFO,door,diverted,hold_to_reduce,,,,
VLG63PR_20180802,VLG63PR,VY6224,342398,EC-JTR,A320,LIRF,LIRF,EGKK,LIRF,medical,return,unknown,,,,
CAP3238_20180804,CAP3238,,ad03a1,N938CP,C182,KRDU,KRDU,,,,,,,,,
WJA211_20180804,WJA211,WS211,c07eda,C-GWAZ,B737,CYEG,CYVR,CYVR,,,,,,,,
TVS1152_20180806,TVS1152,QS1152,508340,UR-CNP,B734,LKPR,LIPZ,LEMG,LIPZ,unclear,diverted,unknown,,,,
AAL43_20180808,AAL43,AA43,aae958,N802AN,B788,LIPZ,LFPG,KORD,LFPG,unclear,diverted,unknown,,,,
CAL5321_20180808,CAL5321,CI5321,89911d,B-18709,B744,KJFK,,PANC,,,,,,,,
VOI959_20180809,VOI959,Y4959,0d0932,XA-VLL,A320,KSAT,,MMGL,,,,,,,,
SHT14P_20180811,SHT14P,BA1455,400afc,G-EUXD,A321,EGPH,EGLL,EGLL,,unclear,planned,unknown,,,,
UAL463_20180812,UAL463,UA463,a923a9,N68823,B739,KLGA,KORD,KORD,,,,,,,,
BCS5706_20180814,BCS5706,QY5706,4070a7,G-DHKB,B752,LIME,LIME,LROP,LIME,unclear,return,unknown,4bc5c976,cabin_pressure,return,unknown
AFR35MP_20180815,AFR35MP,AF1817,3991e6,F-HEPG,A320,EIDW,LFPG,LFPG,,engine,planned,unknown,,,,
WJA454_20180815,WJA454,WS454,c0371f,C-FUWS,B737,CYVR,,CYEG,,,,,,,,
JLL360_20180816,JLL360,S2360,800173,VT-JGJ,B738,VILK,VABB,VABB,,unclear,unclear,unknown,,,,
BAW22KV_20180817,BAW22KV,BA2724,3c1298,D-AWBB,B737,EGKK,EGKK,LEIB,EGKK,technical,return,unknown,,,,
FHY638_20180818,FHY638,FH638,4b9856,TC-FBV,A320,EGSH,EBBR,LTBS,EBBR,bird,diverted,hold_to_reduce,,,,
DAL564_20180820,DAL564,DL564,a44988,N3756,B738,KATL,,MMGL,,,,,,,,
AAL2756_20180820,AAL2756,AA2756,ac754b,N9010R,A319,KDFW,,MSLP,,,,,,,,
AMX493_20180821,AMX493,AM493,0d0707,XA-AMA,B738,KSJC,,MMMX,,,,,,,,
ARG1488_20180822,ARG1488,AR1488,e07581,LV-GVA,B738,SABE,,SANE,,,,,,,,
KAP47_20180824,KAP47,9K47,a8f51b,N6765T,C402,KLEB,KHPN,KHPN,,,,,,,,
DAL389_20180826,DAL389,DL389,a3ad5a,N336NW,A320,KATL,MMSD,MMSD,,,,,,,,
ROT1975_20180828,ROT1975,RO1975,4a08e6,YR-BGF,B737,LROP,,LROP,,unclear,unclear,unknown,,,,
ICE82B_20180829,ICE82B,FI308,4cc270,TF-ISF,B752,BIKF,,ESSA,,,,,,,,
WZZ8HT_20180830,WZZ8HT,W63031,471f63,HA-LXB,A321,LROP,EGKK,EGKK,,technical,planned,unknown,,,,
FDX5086_20180830,FDX5086,FX5086,acc619,N922FD,B752,LFPG,LFSB,LFSB,,unclear,planned,unknown,,,,
RYR82HC_20180831,RYR82HC,FR2131,4ca852,EI-EMJ,B738,EGCC,EGCC,GCRR,EGCC,medical,return,unknown,,,,
AFR377_20180831,AFR377,AF377,3949ee,F-GSPO,B772,KDTW,LFPG,LFPG,,medical,planned,unknown,,,,
CMP253_20180902,CMP253,CM253,0c20ce,HP-1854CMP,B738,KLAS,,MPTO,,,,,,,,
NDU604_20180902,NDU604,,a7d74b,N604ND,C172,KIWA,KIWA,KIWA,,,,,,,,
WJA439_20180904,WJA439,WS439,c04c36,C-GCWJ,B737,CYYZ,,CYEG,,,,,,,,
EZY78ED_20180905,EZY78ED,U21746,440181,OE-LQG,A319,EDDB,EDDF,LFBO,EDDF,smoke_burn_smell_flames,diverted,unknown,4bd4c17b,smoke_burn_smell_flames,diverted,unknown
FPO01G_20180907,FPO01G,5O501,396674,F-GZTU,B737,LFPG,LFBD,LFRS,LFBD,unclear,diverted,unknown,,,,
EZY8581_20180907,EZY8581,U28581,44014a,OE-IJB,A320,EGKK,LFPG,LEBL,LFPG,technical,diverted,unknown,,,,
QID503_20180908,QID503,,ae0475,58-0001,K35R,,EGUL,,,unclear,unclear,unknown,,,,
SWR1249_20180908,SWR1249,LX1249,4b1801,HB-JCJ,BCS3,ESSA,LSZH,LSZH,,engine,planned,unknown,4bd699d2,engine,planned,unknown
BEL515_20180911,BEL515,SN515,44ccd5,OO-SFU,A332,EBBR,EBBR,KIAD,EBBR,technical,return,unknown,4bd8d7c0,instrument,return,unknown
JBU741_20180913,JBU741,B6741,a898a9,N653JB,A320,KBOS,,KSRQ,,,,,,,,
ARG1478_20180916,ARG1478,AR1478,e071d1,LV-GGQ,B738,SANT,SABE,SABE,,,,,,,,
LAN706_20180918,LAN706,LA706,e80451,CC-BGK,B789,SCEL,,LEMD,,,,,,,,
AFR474_20180918,AFR474,AF474,3949ef,F-GSPP,B772,LFPG,LFPG,MPTO,LFPG,smoke_burn_smell_flames,return,unknown,4bdd92f0,smoke_burn_smell_flames,return,unknown
UAL2421_20180918,UAL2421,UA2421,aa56b5,N76516,B738,KIAH,KLAS,KLAS,,,,,,,,
UAL1640_20180918,UAL1640,UA1640,a05a25,N12125,B752,KLAX,KDEN,KEWR,KDEN,unclear,diverted,unknown,4bdd9121,smoke_burn_smell_flames,diverted,unknown
UAL102_20180919,UAL102,UA102,a8dd7b,N670UA,B763,KIAH,,EDDM,,,,,,,,
WJA175_20180921,WJA175,WS175,807eee,C-GWBT,B737,CYYZ,,CYWG,,,,,,,,
SKW4569_20180921,SKW4569,DL4569,ab1d89,N815SK,CRJ9,KBUR,KSLC,KSLC,,,,,,,,
RYR57KL_20180922,RYR57KL,FR1119,4cabbd,EI-FRN,B738,EGPH,EGSS,LFMK,EGSS,unclear,diverted,unknown,,,,
GEC8231_20180922,GEC8231,GEC8231,3c706b,D-ALCK,MD11,KLAX,EDDF,EDDF,,unclear,unclear,unknown,4be05f07,fuel_leak,planned,unknown
